SongID,SongTitle,Duration,SongReleaseDate,StreamDate,StreamCount,GenreName,AlbumTitle,AlbumReleaseDate,ArtistName,ArtistCountry
1,"Monitored zero-defect emulation",143,2014-04-06,2023-01-01,3665,Jazz,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
1,"Monitored zero-defect emulation",143,2014-04-06,2023-01-02,52177,Jazz,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
1,"Monitored zero-defect emulation",143,2014-04-06,2023-01-03,62621,Jazz,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
1,"Monitored zero-defect emulation",143,2014-04-06,2023-01-04,6706,Jazz,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
1,"Monitored zero-defect emulation",143,2014-04-06,2023-01-05,84318,Jazz,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
1,"Monitored zero-defect emulation",143,2014-04-06,2023-01-06,51709,Jazz,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
1,"Monitored zero-defect emulation",143,2014-04-06,2023-01-07,49929,Jazz,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
1,"Monitored zero-defect emulation",143,2014-04-06,2023-01-08,34246,Jazz,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
1,"Monitored zero-defect emulation",143,2014-04-06,2023-01-09,98952,Jazz,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
1,"Monitored zero-defect emulation",143,2014-04-06,2023-01-10,3128,Jazz,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
2,"Ergonomic asynchronous leverage",208,2016-10-08,2023-01-01,47805,Rock,Opportunity,2015-09-01,"Walter Shannon",Slovenia
2,"Ergonomic asynchronous leverage",208,2016-10-08,2023-01-02,9855,Rock,Opportunity,2015-09-01,"Walter Shannon",Slovenia
2,"Ergonomic asynchronous leverage",208,2016-10-08,2023-01-03,46193,Rock,Opportunity,2015-09-01,"Walter Shannon",Slovenia
2,"Ergonomic asynchronous leverage",208,2016-10-08,2023-01-04,32604,Rock,Opportunity,2015-09-01,"Walter Shannon",Slovenia
2,"Ergonomic asynchronous leverage",208,2016-10-08,2023-01-05,97068,Rock,Opportunity,2015-09-01,"Walter Shannon",Slovenia
2,"Ergonomic asynchronous leverage",208,2016-10-08,2023-01-06,87127,Rock,Opportunity,2015-09-01,"Walter Shannon",Slovenia
2,"Ergonomic asynchronous leverage",208,2016-10-08,2023-01-07,83346,Rock,Opportunity,2015-09-01,"Walter Shannon",Slovenia
2,"Ergonomic asynchronous leverage",208,2016-10-08,2023-01-08,14587,Rock,Opportunity,2015-09-01,"Walter Shannon",Slovenia
2,"Ergonomic asynchronous leverage",208,2016-10-08,2023-01-09,77271,Rock,Opportunity,2015-09-01,"Walter Shannon",Slovenia
2,"Ergonomic asynchronous leverage",208,2016-10-08,2023-01-10,97362,Rock,Opportunity,2015-09-01,"Walter Shannon",Slovenia
3,"Streamlined exuding projection",237,2016-01-06,2023-01-01,44583,Classical,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
3,"Streamlined exuding projection",237,2016-01-06,2023-01-02,18486,Classical,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
3,"Streamlined exuding projection",237,2016-01-06,2023-01-03,6811,Classical,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
3,"Streamlined exuding projection",237,2016-01-06,2023-01-04,47176,Classical,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
3,"Streamlined exuding projection",237,2016-01-06,2023-01-05,72567,Classical,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
3,"Streamlined exuding projection",237,2016-01-06,2023-01-06,45374,Classical,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
3,"Streamlined exuding projection",237,2016-01-06,2023-01-07,85252,Classical,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
3,"Streamlined exuding projection",237,2016-01-06,2023-01-08,23949,Classical,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
3,"Streamlined exuding projection",237,2016-01-06,2023-01-09,90742,Classical,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
3,"Streamlined exuding projection",237,2016-01-06,2023-01-10,61899,Classical,"Treatment imagine region",2017-08-03,"Richard Sawyer",Panama
4,"Adaptive multi-tasking encryption",140,2016-03-11,2023-01-01,92146,Electronic,"Wrong range may",2010-04-19,"Daniel Young",Seychelles
4,"Adaptive multi-tasking encryption",140,2016-03-11,2023-01-02,63722,Electronic,"Wrong range may",2010-04-19,"Daniel Young",Seychelles
4,"Adaptive multi-tasking encryption",140,2016-03-11,2023-01-03,83802,Electronic,"Wrong range may",2010-04-19,"Daniel Young",Seychelles
4,"Adaptive multi-tasking encryption",140,2016-03-11,2023-01-04,24891,Electronic,"Wrong range may",2010-04-19,"Daniel Young",Seychelles
4,"Adaptive multi-tasking encryption",140,2016-03-11,2023-01-05,18675,Electronic,"Wrong range may",2010-04-19,"Daniel Young",Seychelles
4,"Adaptive multi-tasking encryption",140,2016-03-11,2023-01-06,9270,Electronic,"Wrong range may",2010-04-19,"Daniel Young",Seychelles
4,"Adaptive multi-tasking encryption",140,2016-03-11,2023-01-07,94853,Electronic,"Wrong range may",2010-04-19,"Daniel Young",Seychelles
4,"Adaptive multi-tasking encryption",140,2016-03-11,2023-01-08,60988,Electronic,"Wrong range may",2010-04-19,"Daniel Young",Seychelles
4,"Adaptive multi-tasking encryption",140,2016-03-11,2023-01-09,5847,Electronic,"Wrong range may",2010-04-19,"Daniel Young",Seychelles
4,"Adaptive multi-tasking encryption",140,2016-03-11,2023-01-10,39462,Electronic,"Wrong range may",2010-04-19,"Daniel Young",Seychelles
5,"Balanced fault-tolerant system engine",212,2016-06-22,2023-01-01,27422,Rock,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
5,"Balanced fault-tolerant system engine",212,2016-06-22,2023-01-02,6741,Rock,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
5,"Balanced fault-tolerant system engine",212,2016-06-22,2023-01-03,27144,Rock,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
5,"Balanced fault-tolerant system engine",212,2016-06-22,2023-01-04,6492,Rock,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
5,"Balanced fault-tolerant system engine",212,2016-06-22,2023-01-05,42365,Rock,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
5,"Balanced fault-tolerant system engine",212,2016-06-22,2023-01-06,41642,Rock,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
5,"Balanced fault-tolerant system engine",212,2016-06-22,2023-01-07,68552,Rock,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
5,"Balanced fault-tolerant system engine",212,2016-06-22,2023-01-08,53196,Rock,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
5,"Balanced fault-tolerant system engine",212,2016-06-22,2023-01-09,72176,Rock,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
5,"Balanced fault-tolerant system engine",212,2016-06-22,2023-01-10,63049,Rock,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
6,"User-friendly maximized flexibility",131,2017-06-01,2023-01-01,34202,Jazz,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
6,"User-friendly maximized flexibility",131,2017-06-01,2023-01-02,5799,Jazz,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
6,"User-friendly maximized flexibility",131,2017-06-01,2023-01-03,99735,Jazz,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
6,"User-friendly maximized flexibility",131,2017-06-01,2023-01-04,85790,Jazz,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
6,"User-friendly maximized flexibility",131,2017-06-01,2023-01-05,26048,Jazz,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
6,"User-friendly maximized flexibility",131,2017-06-01,2023-01-06,38501,Jazz,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
6,"User-friendly maximized flexibility",131,2017-06-01,2023-01-07,47789,Jazz,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
6,"User-friendly maximized flexibility",131,2017-06-01,2023-01-08,7265,Jazz,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
6,"User-friendly maximized flexibility",131,2017-06-01,2023-01-09,86948,Jazz,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
6,"User-friendly maximized flexibility",131,2017-06-01,2023-01-10,44506,Jazz,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
7,"Fully-configurable discrete function",140,2019-08-05,2023-01-01,36811,Rock,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
7,"Fully-configurable discrete function",140,2019-08-05,2023-01-02,17315,Rock,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
7,"Fully-configurable discrete function",140,2019-08-05,2023-01-03,49237,Rock,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
7,"Fully-configurable discrete function",140,2019-08-05,2023-01-04,58272,Rock,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
7,"Fully-configurable discrete function",140,2019-08-05,2023-01-05,53431,Rock,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
7,"Fully-configurable discrete function",140,2019-08-05,2023-01-06,98426,Rock,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
7,"Fully-configurable discrete function",140,2019-08-05,2023-01-07,58637,Rock,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
7,"Fully-configurable discrete function",140,2019-08-05,2023-01-08,51678,Rock,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
7,"Fully-configurable discrete function",140,2019-08-05,2023-01-09,45438,Rock,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
7,"Fully-configurable discrete function",140,2019-08-05,2023-01-10,25486,Rock,"Quickly involve church book",2012-06-14,"Richard Sawyer",Panama
8,"Polarized eco-centric parallelism",217,2013-02-12,2023-01-01,66038,Jazz,"Two recognize",2018-07-06,"Kathy Smith",Honduras
8,"Polarized eco-centric parallelism",217,2013-02-12,2023-01-02,91710,Jazz,"Two recognize",2018-07-06,"Kathy Smith",Honduras
8,"Polarized eco-centric parallelism",217,2013-02-12,2023-01-03,66211,Jazz,"Two recognize",2018-07-06,"Kathy Smith",Honduras
8,"Polarized eco-centric parallelism",217,2013-02-12,2023-01-04,49148,Jazz,"Two recognize",2018-07-06,"Kathy Smith",Honduras
8,"Polarized eco-centric parallelism",217,2013-02-12,2023-01-05,69062,Jazz,"Two recognize",2018-07-06,"Kathy Smith",Honduras
8,"Polarized eco-centric parallelism",217,2013-02-12,2023-01-06,35959,Jazz,"Two recognize",2018-07-06,"Kathy Smith",Honduras
8,"Polarized eco-centric parallelism",217,2013-02-12,2023-01-07,11828,Jazz,"Two recognize",2018-07-06,"Kathy Smith",Honduras
8,"Polarized eco-centric parallelism",217,2013-02-12,2023-01-08,96300,Jazz,"Two recognize",2018-07-06,"Kathy Smith",Honduras
8,"Polarized eco-centric parallelism",217,2013-02-12,2023-01-09,56640,Jazz,"Two recognize",2018-07-06,"Kathy Smith",Honduras
8,"Polarized eco-centric parallelism",217,2013-02-12,2023-01-10,11345,Jazz,"Two recognize",2018-07-06,"Kathy Smith",Honduras
9,"Business-focused transitional hierarchy",161,2014-02-25,2023-01-01,57440,Pop,"Technology amount science",2014-09-15,"Kristina Allen",Netherlands
9,"Business-focused transitional hierarchy",161,2014-02-25,2023-01-02,79964,Pop,"Technology amount science",2014-09-15,"Kristina Allen",Netherlands
9,"Business-focused transitional hierarchy",161,2014-02-25,2023-01-03,24652,Pop,"Technology amount science",2014-09-15,"Kristina Allen",Netherlands
9,"Business-focused transitional hierarchy",161,2014-02-25,2023-01-04,72496,Pop,"Technology amount science",2014-09-15,"Kristina Allen",Netherlands
9,"Business-focused transitional hierarchy",161,2014-02-25,2023-01-05,39504,Pop,"Technology amount science",2014-09-15,"Kristina Allen",Netherlands
9,"Business-focused transitional hierarchy",161,2014-02-25,2023-01-06,43101,Pop,"Technology amount science",2014-09-15,"Kristina Allen",Netherlands
